area,price
106.18101782710437,223.6677416777813
192.60714596148742,390.7291816659868
159.79909127171078,330.9745941914541
139.7987726295555,259.7840115400976
73.40279606636548,153.51051381516828
73.3991780504304,162.155044673537
58.71254182522992,149.59349432158257
179.92642186624028,362.07879045837586
140.16725176148134,278.2070994795649
156.21088666940682,314.8954176850456
53.08767414437037,129.90638005427184
195.48647782429916,405.9042222934936
174.86639612006326,351.78638918362094
81.85086660174142,181.40074470018317
77.2737450810651,166.0036534023508
77.51067647801507,179.55102781402348
95.63633644393066,190.74187647970103
128.71346474483568,262.5119972907048
114.79175279631737,233.70188329565238
93.68437102970628,175.4160178374308
141.77793420835692,297.9976725726825
70.92407909780627,155.76398727831088
93.82169728028272,197.72009641020236
104.95427649405376,216.38974598748032
118.41049763255539,225.59043413435455
167.77639420895204,339.2431085764237
79.95106732375396,164.7614168996064
127.13516576204174,252.2361724857592
138.86218532930639,285.30508498362263
56.96756190799966,129.9958866682174
141.13172778521576,320.5562440885895
75.57861855309373,163.77590429866504
59.75773894779193,133.3787337564253
192.33283058799998,393.54897243950745
194.8448049611839,370.9080416928822
171.25960221746917,352.1214963032001
95.6920653760056,202.2875839011266
64.65081710095758,176.25026588919445
152.63495397682354,312.38449348193024
116.0228740609402,246.56895825688457
68.30573522671682,146.090793907855
124.27653651669053,241.02290246908808
55.15827816728276,137.45889855229083
186.39806031181732,394.07511611393625
88.81699724000254,199.49947368565077
149.3783426530973,295.1158734842735
96.75666141341165,224.55523749086478
128.0102031766716,244.992640411459
132.00654190149194,282.81594020998796
77.72816832882906,198.3131710448078
195.4376941646838,386.01734345240726
166.2699235041672,334.0453810642928
190.92484123462836,393.34445294557133
184.22410256414733,370.8960703165517
139.68499682166276,266.1100421773335
188.2811352534675,387.59071512902545
63.273875307787925,120.6131949096843
79.39742936287178,175.89874518527128
56.78409333658071,109.77682315965437
98.79954961448965,230.84811530424238
108.3015934534223,214.85438752180104
90.70235476608438,186.57378678908364
174.3106263727894,370.82401100612384
103.51299900403839,198.56303326156745
92.14017645310712,197.69225192527617
131.40441247373727,292.41596626171093
71.1386337462144,128.16501897401037
170.32954711310595,353.42860210419644
61.182596551965624,136.2634350176576
198.03304049007758,417.79342405681484
165.8367153944986,323.119170125826
79.80735223012586,149.80785526398756
50.828317568540356,119.48575862133418
172.31921426822512,359.09319863494807
156.02860157714258,325.8145959094733
159.3510752061481,333.8988735547508
165.69055200289188,331.1807331821064
61.106697760113555,135.69720097764215
103.76985928164089,221.935805662762
67.38035892876945,134.0454465871434
179.46551388133904,396.9176454298494
143.4947190241337,304.0969318619442
99.63470372789737,191.39985499775503
59.53375254290354,138.91580921531454
96.64734825734934,188.67447146128885
98.77749830401206,219.3612656641609
159.4409267507096,346.26078718653025
145.63362070328196,288.95700663128827
183.08191138644898,390.6144647115628
120.83223877429239,257.8561914526323
67.93913689074526,158.20917618140788
156.98671808344926,352.42533090670776
164.11775729253463,334.55469284502624
134.19157963542443,267.0771168054865
165.64507699318415,327.94743754198544
124.06933945465862,245.90152463483568
128.40992440729912,265.6633231733867
114.13115275378244,243.37958512981456
53.81286901161428,121.77610001317885
66.18371404899567,154.7751768335317
